City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,saipan,15.1355,145.701,27.39,94,40,6.17,MP,1699037423
83,utrik,11.2278,169.8474,27.69,78,46,6.62,MH,1699037331
84,visby,57.6409,18.296,10.12,93,100,5.66,SE,1699037424
85,west island,-12.1568,96.8225,25.99,73,100,6.17,CC,1699037424
86,kalkaman,51.9525,76.0211,-1.65,75,100,5.57,KZ,1699037424
87,devils lake,48.1128,-98.8651,-1.14,84,100,3.09,US,1699037424
88,edinburgh of the seven seas,-37.0676,-12.3116,12.23,73,100,13.66,SH,1699037424
89,papatowai,-46.5619,169.4708,11.49,75,100,4.52,NZ,1699037424
90,kapuskasing,49.4169,-82.4331,1.05,100,100,6.17,CA,1699037425
91,tazovsky,67.4667,78.7,-7.44,92,100,10.51,RU,1699037425
92,baruun-urt,46.6806,113.2792,-4.92,96,100,0.43,MN,1699037425
93,longyearbyen,78.2186,15.6401,-7.09,93,100,4.12,SJ,1699037314
94,lata,40.1629,-8.3327,14.49,89,100,2.21,PT,1699037425
95,waitangi,-43.9535,-176.5597,14.34,98,100,4.92,NZ,1699037426
96,norilsk,69.3535,88.2027,-10.32,73,100,9.26,RU,1699037417
97,anadyr,64.75,177.4833,-5.72,68,0,5.0,RU,1699037426
98,atafu village,-8.5421,-172.5159,28.41,75,100,7.14,TK,1699037426
99,uliastay,47.7417,96.8444,-8.94,95,100,0.46,MN,1699037426
100,berlin,52.5244,13.4105,11.2,81,100,3.09,DE,1699036919
101,boca suno,-0.7167,-77.1333,32.77,43,74,1.62,EC,1699037426
102,hermanus,-34.4187,19.2345,16.63,86,0,7.06,ZA,1699037427
103,pisco,-13.7,-76.2167,22.23,73,100,4.12,PE,1699037337
104,porto novo,6.4965,2.6036,28.9,81,100,2.38,BJ,1699037427
105,valparaiso,-33.0393,-71.6273,28.8,36,0,6.17,CL,1699037237
106,revda,56.801,59.9303,0.69,86,100,5.36,RU,1699037427
107,kaesong,37.9708,126.5544,12.65,73,98,2.49,KP,1699037427
108,mstera,56.3789,41.92,3.1,90,15,1.01,RU,1699037428
109,tura,25.5198,90.2201,19.45,80,0,1.49,IN,1699037428
110,corinto,37.9407,22.9573,19.38,63,100,2.08,GR,1699037428
111,hobyo,5.3505,48.5268,27.21,81,65,4.63,SO,1699037428
112,toliara,-23.35,43.6667,21.97,55,0,9.02,MG,1699037428
113,rongelap,11.1635,166.8941,28.13,72,100,7.54,MH,1699037330
114,san patricio,28.017,-97.5169,26.97,47,0,3.18,US,1699037429
115,yinchuan,38.4681,106.2731,11.35,28,100,1.0,CN,1699037429
116,kourou,5.1552,-52.6478,32.03,67,10,5.1,GF,1699037429
117,pimentel,-6.8367,-79.9342,24.16,60,0,8.23,PE,1699037429
118,portland,45.5234,-122.6762,15.99,88,75,2.68,US,1699036669
119,haiku-pauwela,20.9219,-156.3051,26.69,69,20,2.68,US,1699037429
120,kongolo,-5.3833,27.0,20.11,98,100,1.2,CD,1699037429
121,chenzhou,25.8,113.0333,22.81,79,100,1.57,CN,1699037430
122,barah,13.7,30.3667,30.18,21,96,3.81,SD,1699037430
123,mount gambier,-37.8333,140.7667,10.72,60,100,5.25,AU,1699037430
124,new norfolk,-42.7826,147.0587,6.07,93,18,1.38,AU,1699037317
125,broome,42.2506,-75.833,14.07,40,0,7.2,US,1699037307
126,invercargill,-46.4,168.35,11.12,88,100,2.24,NZ,1699037430
127,olinda,-8.0089,-34.8553,29.85,70,40,6.17,BR,1699037430
128,dondo,-19.6094,34.7431,23.73,80,49,3.28,MZ,1699037431
129,ad dabbah,18.05,30.95,29.58,23,4,4.72,SD,1699037431
130,palasa,18.7667,84.4167,24.08,89,45,1.15,IN,1699037431
131,sakakah,29.9697,40.2064,24.76,38,7,0.39,SA,1699037431
132,sardarshahr,28.4333,74.4833,25.91,24,30,1.59,IN,1699037431
133,hithadhoo,-0.6,73.0833,27.1,83,34,6.03,MV,1699037432
134,dalandzadgad,43.5708,104.425,3.65,51,100,10.16,MN,1699037432
135,strelka,58.0728,93.0344,-11.65,85,91,0.92,RU,1699037432
136,timbuktu,16.7735,-3.0074,31.52,9,0,3.48,ML,1699037432
137,copiapo,-27.3667,-70.3333,18.83,17,0,5.18,CL,1699037432
138,northam,51.0333,-4.2167,10.9,80,28,6.92,GB,1699037433
139,basco,20.4487,121.9702,27.05,82,42,8.21,PH,1699037433
140,uturoa,-16.7333,-151.4333,25.97,79,79,8.16,PF,1699037433
141,hadibu,12.65,54.0333,26.49,76,70,4.01,YE,1699037433
142,lethem,3.3803,-59.7968,35.49,38,100,3.13,GY,1699037433
143,ar ruways,24.1103,52.7306,28.54,64,3,4.35,AE,1699037434
144,ust-nera,64.5667,143.2,-17.53,100,100,1.41,RU,1699037434
145,kolonia town,6.964,158.206,26.0,94,100,2.06,FM,1699037434
146,kitakata,37.65,139.8667,12.65,64,8,0.3,JP,1699037434
147,kalyandurg,14.5452,77.1055,23.57,82,100,4.23,IN,1699037435
148,carnarvon,-24.8667,113.6333,20.44,91,63,4.39,AU,1699037435
149,constantia,44.1833,28.65,17.61,88,100,9.04,RO,1699037435
150,kirkuk,35.4681,44.3922,20.66,56,0,2.22,IQ,1699037271
151,pagar alam,-4.0167,103.2667,21.08,95,100,0.52,ID,1699037435
152,port douglas,-16.4833,145.4667,23.91,77,100,2.58,AU,1699037436
153,mana,5.6592,-53.7767,29.54,71,48,6.07,GF,1699037436
154,cannonvale,-20.2833,148.7,22.66,84,30,3.02,AU,1699037436
155,kingston,17.997,-76.7936,32.53,71,20,11.32,JM,1699036824
156,padangsidempuan,1.3667,99.2667,22.1,99,100,0.61,ID,1699037436
157,dul'durga,50.6761,113.5931,-10.26,96,94,0.54,RU,1699037346
158,manaure,11.7751,-72.4445,31.35,58,10,7.58,CO,1699037436
159,sao benedito do rio preto,-3.3336,-43.5283,34.76,40,50,2.81,BR,1699037437
160,ujae,8.9322,165.7642,28.61,73,100,8.15,MH,1699037437
161,puerto santa,-8.9906,-78.6456,20.99,75,16,4.87,PE,1699037437
162,hawaiian paradise park,19.5933,-154.9731,27.15,81,40,3.09,US,1699037437
163,somotillo,13.0433,-86.9064,31.08,73,69,2.25,NI,1699037437
164,kalemie,-5.9475,29.1947,21.31,86,100,1.55,CD,1699037437
165,sena madureira,-9.0656,-68.6569,36.7,32,100,1.11,BR,1699037437
166,sisimiut,66.9395,-53.6735,-4.7,86,100,3.62,GL,1699037438
167,sanctuary point,-35.1114,150.629,16.53,87,100,3.39,AU,1699037438
168,nahiyat ash shinafiyah,31.5874,44.6602,26.28,46,20,1.43,IQ,1699037438
169,tual,-5.6667,132.75,27.63,77,100,4.82,ID,1699037376
170,bugana,7.9992,7.5836,28.15,65,100,2.13,NG,1699037438
171,puerto baquerizo moreno,-0.9,-89.6,29.55,66,40,6.17,EC,1699037439
172,suihua,46.6406,126.9969,-10.7,49,1,2.21,CN,1699037439
173,buka,40.8108,69.1986,12.62,27,6,0.94,UZ,1699037439
174,nar'yan-mar,67.6713,53.087,-4.38,95,19,4.92,RU,1699037439
175,bakanas,44.8081,76.2772,6.18,60,19,6.87,KZ,1699037439
176,maumere,-8.6199,122.2111,25.75,79,97,1.22,ID,1699037439
177,xichang,27.8964,102.2634,11.59,88,3,0.85,CN,1699037440
178,nadi,-17.8,177.4167,24.0,83,20,2.06,FJ,1699037440
179,smidovich,48.6,133.8167,-14.94,85,4,4.52,RU,1699037440
180,pacific grove,36.6177,-121.9166,27.58,40,0,2.24,US,1699037440
181,ghat,24.9647,10.1728,25.46,14,1,2.23,LY,1699037440
182,antofagasta,-23.65,-70.4,18.6,64,3,3.96,CL,1699037440
183,labrador city,52.9463,-66.9114,-1.05,80,100,5.14,CA,1699037440
184,bechar,31.6167,-2.2167,25.18,15,0,1.54,DZ,1699037441
185,hamilton,39.1834,-84.5333,17.03,30,0,7.72,US,1699037441
186,altoona,40.5187,-78.3947,16.87,30,7,1.34,US,1699037276
187,ancud,-41.8697,-73.8203,11.24,68,99,4.22,CL,1699037310
188,oneonta,42.4529,-75.0638,13.5,39,28,6.06,US,1699037388
189,okha,53.5739,142.9478,-4.01,84,100,10.82,RU,1699037309
190,okeho,8.0333,3.35,27.02,61,100,1.79,NG,1699037441
191,juhaynah,26.6732,31.4976,28.18,25,3,2.28,EG,1699037442
192,tecalitlan,19.4667,-103.3,26.79,45,61,0.73,MX,1699037442
193,lihue,21.9789,-159.3672,25.76,82,0,3.09,US,1699037325
194,ocean shores,46.9737,-124.1563,14.41,96,40,5.66,US,1699037436
195,tsiombe,-25.3,45.4833,19.61,65,6,5.66,MG,1699037442
196,vila franca do campo,37.7167,-25.4333,21.6,99,2,7.11,PT,1699037442
197,talnakh,69.4865,88.3972,-10.44,74,100,9.94,RU,1699037442
198,mareeba,-17.0,145.4333,20.4,93,97,1.42,AU,1699037443
199,dedougou,12.4667,-3.4667,31.59,15,5,1.93,BF,1699037443
200,anar darah,32.7587,61.654,19.51,21,100,1.68,AF,1699037443
201,ouro preto do oeste,-10.7481,-62.2158,37.56,26,100,0.95,BR,1699037443
202,lesnoy,57.6198,63.0784,3.32,85,94,6.98,RU,1699037443
203,de aar,-30.6497,24.0123,20.62,55,100,8.22,ZA,1699037443
204,labuan,5.2767,115.2417,25.2,94,40,0.0,MY,1699037443
205,port mathurin,-19.6833,63.4167,24.44,78,91,4.37,MU,1699037444
206,la passe,45.5549,-0.8967,13.32,68,100,10.21,FR,1699037444
207,freeport,40.6576,-73.5832,14.58,45,0,5.66,US,1699037336
208,nema,57.5067,50.5011,-0.55,84,16,3.23,RU,1699037444
209,mount darwin,-16.7725,31.5838,22.0,41,100,4.19,ZW,1699037444
210,flin flon,54.7682,-101.865,-8.09,79,75,4.63,CA,1699037444
211,champerico,14.3,-91.9167,31.3,72,100,2.89,GT,1699037444
212,essaouira,31.5125,-9.77,20.72,73,0,7.72,MA,1699037444
213,dudinka,69.4058,86.1778,-10.18,92,100,12.52,RU,1699037445
214,port alfred,-33.5906,26.891,18.43,91,100,4.0,ZA,1699037445
215,el calafate,-50.3408,-72.2768,10.17,50,29,3.95,AR,1699037445
216,necochea,-38.5473,-58.7368,12.49,65,69,4.14,AR,1699037445
217,krasnaya gora,52.9995,31.6023,5.97,85,0,7.2,RU,1699037445
218,gutao,37.2025,112.1781,9.88,41,52,1.07,CN,1699037446
219,sao joao da barra,-21.6403,-41.0511,30.05,85,15,6.23,BR,1699037446
220,vazante,-17.9869,-46.9078,28.91,59,99,1.45,BR,1699037314
221,barra de santo antonio,-9.4047,-35.5072,30.6,67,75,6.3,BR,1699037446
222,casper,42.8666,-106.3131,14.34,43,20,7.2,US,1699037446
223,namibe,-15.1961,12.1522,20.02,83,3,2.93,AO,1699037446
224,badger,64.8,-147.5333,-4.07,58,100,4.12,US,1699037311
225,amga,60.8953,131.9608,-27.21,100,100,0.64,RU,1699037446
226,tamanrasset,22.785,5.5228,23.95,12,0,3.09,DZ,1699037447
227,port lincoln,-34.7333,135.8667,12.55,79,17,7.46,AU,1699037447
228,badvel,14.75,79.05,24.63,89,100,1.03,IN,1699037447
229,mogocha,53.7333,119.7667,-16.22,52,1,0.32,RU,1699037447
230,college,64.8569,-147.8028,-4.03,58,100,4.12,US,1699037447
231,sitka,57.0531,-135.33,9.94,76,100,5.66,US,1699037350
232,nuuk,64.1835,-51.7216,1.34,64,40,2.06,GL,1699037374
233,minjur,13.2667,80.2667,26.67,80,100,2.37,IN,1699037448
234,camacupa,-12.0167,17.4833,19.91,78,99,1.22,AO,1699037448
235,xinyuan,37.3,99.0,-4.32,68,100,3.12,CN,1699037448
236,howard springs,-12.497,131.047,27.12,87,4,2.25,AU,1699037448
237,mahina,-17.5065,-149.489,26.87,78,75,1.54,PF,1699037448
238,carutapera,-1.195,-46.02,30.23,63,25,4.76,BR,1699037448
239,minas de marcona,-15.2119,-75.1103,19.87,54,6,6.47,PE,1699037273
240,nizhneangarsk,55.7833,109.55,-12.78,46,8,3.13,RU,1699037449
241,korla,41.7597,86.1469,7.92,36,6,1.92,CN,1699037449
242,santa ana,33.7456,-117.8678,30.2,30,0,0.89,US,1699037287
243,happy valley-goose bay,53.3168,-60.3315,4.17,45,75,4.63,CA,1699037449
244,yeniseysk,58.4497,92.1703,-9.47,74,97,1.34,RU,1699037449
245,bronderslev,57.2702,9.941,9.92,90,80,5.92,DK,1699037449
246,bandarbeyla,9.4942,50.8122,26.76,82,77,6.61,SO,1699037449
247,praia da vitoria,38.7333,-27.0667,24.14,69,40,6.3,PT,1699037450
248,tolanaro,-25.0319,46.9987,19.04,88,75,2.06,MG,1699037450
249,port blair,11.6667,92.75,26.02,89,40,1.03,IN,1699037450
250,akureyri,65.6835,-18.0878,0.96,93,100,4.12,IS,1699037450
251,bambari,5.768,20.6757,22.44,93,100,0.82,CF,1699037450
252,kangaroo flat,-36.8,144.25,9.18,47,87,4.81,AU,1699037450
253,la paz,-16.5,-68.15,19.99,25,20,6.17,BO,1699037365
254,margate,51.3813,1.3862,10.94,90,97,4.02,GB,1699037383
255,cabo san lucas,22.8909,-109.9124,32.01,58,2,1.69,MX,1699037222
256,ketchikan,55.3422,-131.6461,9.99,100,100,2.06,US,1699037315
257,vorkuta,67.5,64.0,-8.59,95,100,5.74,RU,1699037163
258,codrington,-38.2667,141.9667,11.14,60,100,6.83,AU,1699037319
259,kruisfontein,-34.0033,24.7314,18.28,67,100,2.48,ZA,1699037451
260,pueblo nuevo,23.3833,-105.3833,24.05,22,97,2.08,MX,1699037451
261,san sebastian de la gomera,28.0916,-17.1133,25.2,64,100,5.14,ES,1699037451
262,huarmey,-10.0681,-78.1522,22.06,70,15,4.79,PE,1699037451
263,dayton,39.7589,-84.1916,16.89,29,40,7.72,US,1699037247
264,lebu,-37.6167,-73.65,13.22,68,3,6.66,CL,1699037298
265,constitucion,-35.3333,-72.4167,18.21,54,8,8.34,CL,1699037452
266,tchibanga,-2.85,11.0333,22.32,97,100,0.28,GA,1699037452
267,koh kong,11.6175,102.9806,25.74,86,100,1.74,KH,1699037452
268,remire-montjoly,4.9167,-52.2667,32.02,66,20,7.2,GF,1699037452
269,kano,12.0001,8.5167,28.56,22,94,2.52,NG,1699037452
270,ivdel',60.6911,60.4206,1.22,76,11,5.81,RU,1699037452
271,belogradchik,43.6272,22.6836,9.52,92,100,1.12,BG,1699037452
272,ambon,-3.6954,128.1814,26.16,15,20,1.54,ID,1699037452
273,kununurra,-15.7667,128.7333,25.99,73,25,1.54,AU,1699037194
274,copala,16.65,-98.9833,30.4,59,62,2.47,MX,1699037453
275,marsh harbour,26.5412,-77.0636,24.68,78,100,11.3,BS,1699037453
276,bulgan,48.8125,103.5347,-4.98,79,100,7.84,MN,1699037453
277,arraial do cabo,-22.9661,-42.0278,29.98,74,0,11.32,BR,1699037453
278,an nuhud,12.7,28.4333,29.73,21,100,5.02,SD,1699037453
279,tlalixtac de cabrera,17.0667,-96.65,20.61,67,90,3.55,MX,1699037453
280,grand-lahou,5.1367,-5.0242,26.24,87,10,3.71,CI,1699037453
281,san martin,-33.081,-68.4681,22.3,16,1,4.91,AR,1699037454
282,nantucket,41.2835,-70.0995,12.22,62,20,7.72,US,1699037375
283,iskateley,67.6803,53.1512,-4.43,95,19,4.92,RU,1699037454
284,quiberon,47.4841,-3.1196,12.89,80,100,4.02,FR,1699037454
285,chibougamau,49.9168,-74.3659,1.79,93,100,7.72,CA,1699037335
286,forrest city,35.0081,-90.7898,17.47,21,3,5.37,US,1699037454
287,mount pearl,47.5166,-52.7813,6.36,75,75,5.66,CA,1699037235
288,mount isa,-20.7333,139.5,26.87,18,14,3.6,AU,1699037454
289,alva,56.1528,-3.8051,9.26,92,100,0.89,GB,1699037454
290,vila do maio,15.1333,-23.2167,30.44,80,15,7.51,CV,1699037454
291,vilyuchinsk,52.9306,158.4028,4.96,79,100,2.37,RU,1699037455
292,melfi,40.9965,15.6514,14.31,65,0,9.73,IT,1699037455
293,sabang,5.8933,95.3214,27.24,79,95,2.0,ID,1699037455
294,nova sintra,14.8667,-24.7167,24.57,75,12,9.96,CV,1699037318
295,kalmunai,7.4167,81.8167,25.31,87,100,2.34,LK,1699037354
296,takoradi,4.8845,-1.7554,26.18,86,93,4.65,GH,1699037455
297,marondera,-18.1853,31.5519,14.87,58,6,2.71,ZW,1699037455
298,newman,37.3138,-121.0208,22.36,40,8,1.28,US,1699037455
299,darwin,-12.4611,130.8418,27.16,88,40,2.06,AU,1699037227
300,banapur,19.7833,85.1833,25.5,82,21,1.19,IN,1699037456
301,cestos city,5.46,-9.5828,26.35,84,8,2.76,LR,1699037456
302,hami,42.8,93.45,8.95,29,80,6.31,CN,1699037456
303,nagqu,31.5,92.0,-3.11,64,100,4.98,CN,1699037456
304,carmi,38.0909,-88.1587,18.05,22,0,7.72,US,1699037456
305,general acha,-37.377,-64.6043,22.62,24,5,5.71,AR,1699037457
306,leeton,-34.5667,146.4,11.72,87,0,2.01,AU,1699037457
307,smithers,54.7804,-127.1743,2.18,100,100,2.06,CA,1699037457
308,fisterra,42.9049,-9.2629,14.45,89,100,11.99,ES,1699037457
309,kenai,60.5544,-151.2583,3.94,88,100,0.0,US,1699037457
310,sinabang,2.4803,96.3801,25.66,88,94,2.79,ID,1699037457
311,coquimbo,-29.9533,-71.3436,20.85,49,0,6.69,CL,1699037458
312,shengli,37.4564,118.4856,11.71,71,100,2.02,CN,1699037458
313,wanganui,-39.9333,175.05,14.22,88,12,1.34,NZ,1699037458
314,detroit lakes,46.8172,-95.8453,3.38,79,75,5.66,US,1699037458
315,labytnangi,66.6572,66.4183,-7.17,96,100,3.0,RU,1699037458
316,bere,9.3202,16.1552,25.27,75,97,1.71,TD,1699037458
317,flying fish cove,-10.4217,105.6791,25.82,94,100,4.63,CX,1699037323
318,dauphin,51.1494,-100.0502,-0.92,55,0,5.14,CA,1699037459
319,evergreen,39.6333,-105.3172,18.98,30,52,3.13,US,1699037205
320,richards bay,-28.783,32.0377,19.64,80,100,7.26,ZA,1699037459
321,berdigestyakh,62.0989,126.6992,-27.3,100,86,0.41,RU,1699037459
322,tshabong,-26.05,22.45,19.08,89,100,4.01,BW,1699037460
323,justo daract,-33.8594,-65.1828,21.17,27,0,6.97,AR,1699037460
324,ago-are,8.5,3.4167,27.95,61,89,2.04,NG,1699037460
325,weno,7.4515,151.8468,25.97,94,40,1.54,FM,1699037460
326,holualoa,19.6228,-155.9522,27.1,69,0,2.06,US,1699037460
327,bogra,24.85,89.3667,23.26,71,0,1.82,BD,1699037460
328,shihezi,44.3,86.0333,7.09,34,96,2.17,CN,1699037460
329,brokopondo,4.75,-55.1667,34.28,45,5,1.14,SR,1699037461
330,piriapolis,-34.8682,-55.2744,15.09,85,100,8.23,UY,1699037461
331,meadow lakes,61.6247,-149.6011,5.66,74,100,0.0,US,1699037461
332,kingscliff,-28.2667,153.5667,18.18,94,75,0.51,AU,1699037461
333,quellon,-43.1167,-73.6167,10.44,82,100,4.09,CL,1699037461
334,hanceville,34.0607,-86.7675,18.98,21,0,2.74,US,1699037461
335,tralee,52.2704,-9.7026,8.14,93,40,1.54,IE,1699037462
336,male,4.1748,73.5089,27.97,83,75,3.6,MV,1699037406
337,ma'an,26.9775,110.7211,18.83,74,97,3.3,CN,1699037462
338,the pas,53.8251,-101.2541,-5.99,68,75,6.69,CA,1699037462
339,bikenibeu village,1.3673,173.1241,24.98,94,20,1.03,KI,1699037324
340,margaret river,-33.95,115.0667,16.36,66,42,5.54,AU,1699037463
341,dunedin,-45.8742,170.5036,13.78,71,100,1.82,NZ,1699037463
342,darnah,32.767,22.6367,27.03,32,0,8.78,LY,1699037463
343,dubbo,-32.25,148.6167,15.07,82,100,3.6,AU,1699037463
344,fada,9.5667,8.3,24.02,61,12,1.17,NG,1699037464
345,watertown,42.3709,-71.1828,14.42,36,0,8.75,US,1699037256
346,usogorsk,63.4106,48.6872,-2.96,95,96,3.95,RU,1699037367
347,greymouth,-42.4667,171.2,11.55,91,77,2.47,NZ,1699037464
348,idri,27.5,13.2667,24.47,20,0,4.01,LY,1699037464
349,tazacorte,28.629,-17.9293,22.54,86,75,4.12,ES,1699037464
350,tocopilla,-22.092,-70.1979,20.59,64,9,3.05,CL,1699037465
351,ilula,-7.6766,36.0366,18.67,85,100,2.31,TZ,1699037465
352,wynyard,-41.0,145.7167,9.43,98,100,3.27,AU,1699037465
353,kinna,57.5073,12.6946,9.69,92,100,2.75,SE,1699037465
354,baishishan,43.5833,127.5667,-1.57,66,97,1.61,CN,1699037466
355,mhamid,29.82,-5.72,26.56,21,0,1.94,MA,1699037466
356,fortuna,40.5982,-124.1573,21.63,91,0,1.54,US,1699037466
357,big spring,32.2504,-101.4787,21.25,44,0,6.17,US,1699037466
358,harper,4.375,-7.7169,25.92,86,3,3.47,LR,1699037466
359,koge,55.458,12.1821,10.12,89,100,2.57,DK,1699037467
360,caleta de carquin,-11.0925,-77.6267,21.38,69,16,5.13,PE,1699037467
361,kivioli,59.3531,26.9711,6.78,83,97,8.04,EE,1699037467
362,fort bragg,35.139,-79.006,18.23,28,0,2.57,US,1699037468
363,colonia,50.9333,6.95,9.9,72,100,3.81,DE,1699037468
364,forbes,-33.3833,148.0167,13.17,83,9,2.51,AU,1699037468
365,gornyy,55.1153,83.9059,-12.23,92,100,4.49,RU,1699037468
366,kangding,30.0513,101.9603,6.12,94,86,0.48,CN,1699037468
